code,animal_proportion,fao_subgroup_code,has_fish,has_meat_or_poultry,has_seafood,name,ep_phd_poultry,ep_phd_dairy,ep_phd_nuts,ep_phd_fruits,ep_phd_eggs,ep_phd_vegetables,ep_phd_animal_fats,ep_phd_plant_oils_saturated,ep_phd_meat,ep_phd_tubers_roots,ep_phd_refined_grains,ep_phd_none,ep_phd_plant_oils_unsaturated,ep_phd_legumes,ep_phd_sugar,ep_phd_whole_grains,ep_phd_fish,ep_phd_alcohol
F002025,0.0,201,False,False,False,"Ranskanperuna, uunissa kypsennetty",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F002033,0.0,201,False,False,False,"Peruna, kuorittu, keitetty, suolaa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003001,0.0,906,False,False,False,Porkkanasurvos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003003,0.05,905,False,False,False,Porkkanasosekeitto vesi,,,,,,,,,,,,,,,,,,0.0
F003034,0.0,903,False,False,False,"Munakoiso, paistettu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003040,0.0,102,False,False,False,"Maissinjyvä, keitetty, suolaton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F003200,0.02,901,False,False,False,"Kaali, valkokaali, paistettu",,,,,,,,,,,,,,,,,,0.0
F003204,0.0,905,False,False,False,Hapankaali,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003216,0.56,1806,False,False,False,"Pinaattimuhennos, kevytmaito",,,,,,,,,,,,,,,,,,0.0
F003230,0.01,903,False,False,False,"Sipuli, paistettu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003237,0.0,905,False,False,False,Hillosipulisäilyke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003265,0.26,1811,False,False,False,Tomaattikeitto,,,,,,,,,,,,,,,,,,0.0
F003307,0.0,906,False,False,False,"Salaatti, lehtisalaatti-kurkku-tomaatti, vihersekasalaatti",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003323,0.24,1302,False,False,False,"Pestokastike, yrttikastike",0.0,0.11,0.26,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0
F003337,0.05,201,False,False,False,"Salaatti, perunasalaatti, majoneesikastike",0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.30,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
F003341,0.0,906,False,False,False,"Porkkana, keitetty, suolaa",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003342,0.0,901,False,False,False,"Kukkakaali, keitetty, suolaton",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003343,0.0,903,False,False,False,"Parsakaali, keitetty, suolaton",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003345,0.0,906,False,False,False,"Sekavihannes, keitetty, suolaton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003346,0.0,901,False,False,False,"Kukkakaali, keitetty, suolaa",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003347,0.0,903,False,False,False,"Parsakaali, keitetty, suolaa",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003349,0.0,901,False,False,False,"Ruusukaali, keitetty, suolaa",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F003710,0.0,302,False,False,False,"Soijapapu, keitetty, suolaton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F004401,0.0,1002,False,False,False,"Puolukkasurvos, sokeroitu",0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0
F004409,0.05,1405,False,False,False,Mehuhyytelö,,,,,,,,,,,,,,,,,,0.0
F004421,0.0,1002,False,False,False,"Puolukkasurvos, sokeriton",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F005001,0.05,1302,False,False,False,"Majoneesi, kotitekoinen",0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0
F005003,0.0,1406,False,False,False,"Salaatinkastike, ranskalainen, kotitekoinen, öljy, mehu, sokeri ja suola",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F005008,0.0,1302,False,False,False,"Maustekastike, grillauskastike",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F005900,0.2,1103,False,False,False,"Ruoanvalmistusrasva, keskiarvo",0.0,0.0,0.0,0.0,0.0,0.0,0.20,0.0,0.0,0.0,0.0,0.0,0.80,0.0,0.0,0.0,0.0,0.0
F005901,0.5,1103,False,False,False,"Pulla- ja piirakkarasva, voita 50 %, margariinia 50 %",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
F005902,0.34,1103,False,False,False,Kakkurasva,,,,,,,,,,,,,,,,,,0.0
F005904,0.45,1103,False,False,False,Voitaikinarasva,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0
F005905,0.75,1103,False,False,False,Pikkuleipärasva,,,,,,,,,,,,,,,,,,0.0
F005906,0.0,1101,False,False,False,"Leipärasva, leivontaan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F005907,0.0,1101,False,False,False,Teollisuusuppopaistorasva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F005917,0.5,404,False,False,False,"Yrttilevite tuorejuusto, marg., valkosipuli",,,,,,,,,,,,,,,,,,0.0
F006000,0.88,401,False,False,False,"Kiisseli, maitokiisseli, kevytmaito, kananmuna",,,,,,,,,,,,,,,,,,0.0
F006006,0.9,403,False,False,False,"Kermavaahto, sokeroitu, kotitekoinen",0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
F006018,0.6,1204,False,False,False,"Vanukas, vaniljavanukas, kermavanukas, kotitekoinen",,,,,,,,,,,,,,,,,,0.0
F006037,1.0,403,False,False,False,"Kylmä kastike, kermaviilikastike",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F006040,0.93,1302,False,False,False,"Sinihomejuustokastike, rasva-jauhosuurus",,,,,,,,,,,,,,,,,,0.0
F007001,1.0,702,False,True,False,"Pekoni, paistettu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007029,1.0,702,False,True,False,"Jauhelihapihvi, sika-nauta, munaton, paistettu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007070,0.46,1801,False,True,False,Kerroshampurilainen,,,,,,,,,,,,,,,,,,0.0
F007072,0.33,1802,True,False,False,Kalahampurilainen,,,,,,,,,,,,,,,,,,0.0
F007084,0.55,702,False,True,False,"Porsaanleike, leivitetty",,,,,,,,,,,,,,,,,,0.0
F007086,1.0,702,False,True,False,"Jauheliha, naudanpaisti, rasvaa 9 %, paistettu ilman rasvaa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007089,0.8,702,False,True,False,"Lihapulla, naudanliha, uunissa paistettu",,,,,,,,,,,,,,,,,,0.0
F007095,1.0,702,False,True,False,"Porsaanfilee, sisäfilee, uunissa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007099,0.9,1801,False,True,False,"Possupaisti hedelmäinen appelsiinituoremehu, omena",,,,,,,,,,,,,,,,,,0.0
F007150,1.0,702,False,True,False,"Naudanliha, keskirasvainen, keitetty",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007172,0.82,702,False,True,False,"Jauhelihapihvi, naudanpaisti, munaton, paistettu",,,,,,,,,,,,,,,,,,0.0
F007186,1.0,702,False,True,False,Porsaankylki paistettu ilman rasvaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007190,1.0,702,False,True,False,"Jauheliha, naudan, vähärasvainen, paistettu ilman rasvaa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007192,1.0,702,False,True,False,"Jauhelihapihvi naudanpaisti, paistettu ilman rasvaa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007302,1.0,702,False,True,False,Lampaan- ja sianliha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007530,1.0,703,False,True,False,"Broileri, rintafilee, paistettu, nahaton",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007535,0.83,703,False,True,False,"Kalkkunan rintafilee, paistettu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007536,1.0,703,False,True,False,"Kalkkunan rintafilee, uunissa",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007537,1.0,703,False,True,False,"Broileri, koipi-reisi, nahkoineen, grillattu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007549,1.0,703,False,True,False,"Broilerifilee, uunissa",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F007601,1.0,702,False,True,False,"Nakki, grillattu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F008014,0.52,603,True,False,False,"Seiti, leivitetty, paistettu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F008089,1.0,602,True,False,False,"Kirjolohifilee, uunissa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F008500,1.0,501,False,False,False,"Kananmuna, paistettu",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F008513,1.0,501,False,False,False,"Kananmuna, keitetty",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011004,1.0,604,True,False,False,Mäti keskiarvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011005,0.0,106,False,False,False,Neljän viljan hiutale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F011012,0.0,1203,False,False,False,Mansikkahillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011013,0.0,1203,False,False,False,Appelsiinimarmeladi,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
F011014,0.0,1101,False,False,False,Palmuöljy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011030,0.0,110,False,False,False,"Jauho, ruissihtijauho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011041,0.06,1805,False,True,False,"Hernekeitto, säilyke, laimentamaton, sianliha",,,,,,,,,,,,,,,,,,0.0
F011045,0.0,1002,False,False,False,"Appelsiini, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011046,0.0,1002,False,False,False,"Mandariini, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011047,0.0,1002,False,False,False,"Greippi, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011048,0.0,1002,False,False,False,"Sitruuna, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011049,0.0,1002,False,False,False,"Banaani, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011050,0.0,1002,False,False,False,"Kiivi, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011051,0.0,1002,False,False,False,"Persikka/nektariini, kuorittu, kivetön",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011052,0.0,1002,False,False,False,Kirsikka kivetön,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011053,0.0,1002,False,False,False,"Luumu, kivetön",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011054,0.0,1002,False,False,False,"Aprikoosi, keskiarvo, kivetön",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011055,0.0,1002,False,False,False,"Vesimeloni, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011056,0.0,1002,False,False,False,"Ananas, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011057,0.0,1002,False,False,False,"Avokado, kuorittu, kivetön",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011059,1.0,603,True,False,False,"Tonnikala, keskiarvo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F011060,0.0,1002,False,False,False,"Omena, kotimainen, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011061,0.0,1002,False,False,False,"Omena, ulkomainen, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011062,0.0,1002,False,False,False,"Päärynä, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011063,0.0,1003,False,False,False,"Luumu, kivetön, kuivattu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011064,0.0,905,False,False,False,"Herkkusieni, säilyke",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011067,1.0,603,True,False,False,Tonnikala vedessä,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F011071,0.0,1002,False,False,False,"Eksoottinen hedelmä, keskiarvo, mango/papaija, kuorittu",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011072,0.0,905,False,False,False,"Hapankurkku liemineen, venäläinen kurkku",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011076,0.0,901,False,False,False,Merilevä spirulina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011086,0.0,303,False,False,False,"Pähkinä, cashewpähkinä",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011087,0.0,303,False,False,False,"Tahini, seesamtahna, ei lisättyä suolaa",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011089,0.0,301,False,False,False,Kikherne suolattomassa vedessä,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F011090,0.0,301,False,False,False,"Papu, valkoinen, tomaattikastike",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F011092,1.0,401,False,False,False,"Herajauhe, teollisuuden raaka-aine",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011095,0.02,1201,False,False,False,"Munkki, vesi, leipomo",0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.25,0.0,0.0,0.46,0.0,0.16,0.0,0.11,0.0,0.0,0.0
F011110,0.2,1806,False,False,False,Kasvispihvi/pyörykkä,,,,,,,,,,,,,,,,,,0.0
F011112,0.6,1801,False,True,False,Liha-makaronilaatikko teollinen,,,,,,,,,,,,,,,,,,0.0
F011126,0.0,103,False,False,False,"Sekaleipä, vesi, graham-, ruis-, vehnäjauho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011130,1.0,404,False,False,False,Tuorejuusto rasvaa 6-11 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011131,1.0,404,False,False,False,"Juusto, valkohome/valkosinihomejuusto, rasvaa 40 %",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011132,1.0,404,False,False,False,Tuorejuusto-kasvirasvavalmiste rasvaa 24-30g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011133,1.0,404,False,False,False,"Juusto, puolikova juusto, kevyt, rasvaa 15-18 %",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011134,0.0,901,False,False,False,"Basilika, tuore",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011135,0.0,903,False,False,False,Bambunverso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011136,1.0,403,False,False,False,"Kerma, vispikerma, kevyt, rasvaa 25 %",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011142,0.0,1203,False,False,False,Mehujää keskiarvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F011145,1.0,401,False,False,False,"Maito, rasvaton, vl, d-vitamiinia 1 ug",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011146,1.0,404,False,False,False,"Juusto, leipäjuusto, rasvaa 17-23 %, vl",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011147,1.0,702,False,True,False,Kalkkunaleikkele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011148,0.5,1204,False,False,False,"Jäätelöpuikko kermajäätelö, suklainen, ka",,,,,,,,,,,,,,,,,,0.0
F011149,0.25,1406,False,False,False,"Jäätelö, mehujää-jäätelöpuikko, keskiarvo",,,,,,,,,,,,,,,,,,0.0
F011150,1.0,703,False,True,False,Broileri marinoitu ilman nahkaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011152,1.0,403,False,False,False,"Kermaviili vähälaktoosinen, 10-12% rasvaa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011153,1.0,402,False,False,False,Gefilus-piimä 1% rasvaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011155,1.0,404,False,False,False,"Raejuusto rasvaa 2-5g, vähälaktoosinen",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011156,1.0,402,False,False,False,"Maitorahka vähälaktoosinen, <0,5% rasvaa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011158,0.0,906,False,False,False,"Nuppuvihannes, kukkakaali, porkkana, parsakaali",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011159,1.0,403,False,False,False,"Creme fraiche, ranskankerma, rasvaa 15-18 %",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011160,0.0,1502,False,False,False,"Dieettivalmiste juomajauhe, nutrilett",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011163,0.0,302,False,False,False,"Tofu soijavalmiste, soijapapujuusto",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011165,1.0,402,False,False,False,Rasvaton piimä vähälaktoosinen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011166,0.0,1003,False,False,False,"Erikoishedelmä eksoottinen, keskiarvo, mango /papaija, kuivattu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F011173,0.1,1204,False,False,False,Jäätelötuutti kasvirasvajäätelö,,,,,,,,,,,,,,,,,,0.0
F011177,0.0,1301,False,False,False,Mustapippuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F011178,0.0,1301,False,False,False,Valkopippuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F011182,0.0,1301,False,False,False,Paprikajauhe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F011184,0.0,1301,False,False,False,Kaneli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F011185,0.0,1301,False,False,False,Neilikka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F011186,0.0,1301,False,False,False,"Inkivääri, jauhettu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F011187,0.0,1301,False,False,False,Kardemumma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F011188,0.0,1205,False,False,False,Vanilliinisokeri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
